reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
481a1e89-df8b-43d4-9bf7-aa4a5cd196f5,Nebil Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjWPze-fCUFDlfwnzVuJLTgkflRsFOaEM-SUC_IviXDzxxkFtoBu,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,23,24.07.04,2024-07-19 08:36:11,,,24.07.04
d1f72257-e5c2-4da7-ab88-1bf64322de8a,Mahider Mulugeta,https://play-lh.googleusercontent.com/a/ACg8ocLUAUiuH5QZW-MG3mznlzFYLqNj2qPC53WHQRUZeuHDlxot4Q=mo,I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,3,,2024-02-06 08:31:28,,,
c9f8ff21-b8d1-400f-bb94-c98399a25ad5,Bamlak Sintayehu,https://play-lh.googleusercontent.com/a-/ALV-UjXB-UU_XEeGfWyHcMVo0jwChi13gQnx_cZFC_nJCgsn80kG8d8,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,1,,2025-03-10 10:11:15,,,
d1db8100-c3db-4123-a13d-b2c111104f34,Abel Agegnehu,https://play-lh.googleusercontent.com/a-/ALV-UjW74gkxiz5iIhZZMwpjDsPVq7WLB9Nf7UlFbygMUfq8X9F1-3wI,"This app is way better than both Apollo and the old mobile banking app. It's super easy to use and loads really fast. If you already have boa mobile banking before, activating it is a piece of cake. Great job on making such an awesome app – keep it up !",5,92,24.01.09,2024-01-27 09:13:35,,,24.01.09
881841d6-eb17-46a9-9975-60090151aa37,Tesfay Teshome,https://play-lh.googleusercontent.com/a-/ALV-UjXpJoohghIZLcqpaxTfcfRRMDresgtzd2yisU67nUwP7SXeut2F,Worst app ever previous version was way better than this version after I activated my mobile banking app it says account not found but I'm their system my IB customer does work fine please fix your bugs and test it before you release it I have visit and report many branches and head quarter but they can't fix the problem,1,6,24.02.07,2024-03-23 01:39:09,,,24.02.07
ffe4b898-4efa-4a93-bf70-dd405f3edde4,H F,https://play-lh.googleusercontent.com/a/ACg8ocJSc7xJD23FKUj5wMGPQ-nILrQA01HWEYoYVi0-ijIvOwroleM=mo,I don't know why they roll out new updates without making sure it works! Why???? Do they need to update to a new staff? Perhaps pay for a better network?? Mindenew? I don't know there always a problem with this app.,1,6,24.02.07,2024-03-01 17:59:27,,,24.02.07
13cb3aad-a536-447c-8e30-2d7eaedcf5e4,Amanuel Abiy,https://play-lh.googleusercontent.com/a/ACg8ocLf9RmNCoR23wUTrIe9j9RswWcnaK0nnG6_8rfO1JBVJBFawOq_=mo,"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,9,24.07.04,2024-08-20 02:35:21,,,24.07.04
0eee74b6-043c-4004-9db6-1f923ecfa564,Nafle Skip jr,https://play-lh.googleusercontent.com/a/ACg8ocJVbUBWsV-_QmAR3udKUehj69oedPe7-YFcLRcTJIuP2dtfCwk=mo,"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,8,24.02.07,2024-04-21 11:00:31,,,24.02.07
b12b3e39-f4c6-48bf-86bd-e50202d37452,Samra Solomon,https://play-lh.googleusercontent.com/a-/ALV-UjXWukd4tkybHmUN8cheZzxzlMnPNKtwjgV1AZjfOMaDfMYPItm_,"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,10,24.04.22,2024-04-22 06:44:12,,,24.04.22
4266eaeb-37b0-4cc4-8b8a-2929e01e4f2f,Ephrata Yimam,https://play-lh.googleusercontent.com/a/ACg8ocKaR3kCgV8w7f5gnxrc9OKURw0EaS960X1DK3FooxFjat85Mw=mo,A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,7,24.02.07,2024-04-18 00:16:41,,,24.02.07
